cluster_id	cluster_size	number_of_families	hypothetical_ratio_mean	structural_membrane_enrichment	neighborhood_consistency	top_neighborhood_signature	priority_score	candidate_count	hypothetical_count	example_proteins
183	6	1	0.8333333333333334	0.0	1.0	CDS|CDS|CDS	3.666666666666667	6	6	YP_009215273.1;YP_009215274.1;YP_009222520.1;YP_009222521.1;YP_009223976.1
285	12	1	0.8333333333333334	0.0	1.0	CDS|CDS|CDS	3.666666666666667	12	12	YP_009844400.1;YP_009844401.1;YP_009844402.1;YP_009850756.1;YP_009850757.1
140	28	1	0.7142857142857143	0.2738095238095238	0.9642857142857143	CDS|CDS|CDS	3.666666666666667	28	28	YP_009226033.1;YP_009195405.1;YP_009196698.1;YP_009787680.1;YP_009790399.1
121	5	1	0.6666666666666666	0.3333333333333333	1.0	CDS|CDS|CDS	3.6666666666666665	5	5	YP_002922910.1;YP_009606861.1;YP_009147389.1;YP_009288305.1;YP_009621520.1
152	12	1	0.6666666666666666	0.3333333333333333	1.0	CDS|CDS|CDS	3.6666666666666665	12	12	YP_007349126.1;YP_009147555.1;YP_009615925.1;YP_009796282.1;YP_009796498.1
180	6	1	0.6666666666666666	0.3333333333333333	1.0	CDS|CDS|CDS	3.6666666666666665	6	6	YP_009197856.1;YP_009820083.1;YP_009903264.1;YP_009818817.1;YP_009903542.1
206	5	1	0.6666666666666666	0.3333333333333333	1.0	CDS|CDS|CDS	3.6666666666666665	5	5	YP_009595788.1;YP_009303025.1;YP_010653819.1;YP_010653674.1;YP_010653603.1
74	22	1	0.6515151515151514	0.3484848484848484	1.0	CDS|CDS|CDS	3.6515151515151514	22	22	NP_944851.1;YP_002922823.1;YP_009150067.1;YP_009151260.1;YP_009219556.1
27	18	1	0.7407407407407407	0.2037037037037037	0.9444444444444444	CDS|CDS|CDS	3.6296296296296298	18	18	YP_009505356.1;YP_009505357.1;YP_009505358.1;YP_009505359.1;YP_009505360.1
334	5	1	0.7999999999999999	0.0	1.0	CDS|CDS|CDS	3.5999999999999996	5	5	YP_009620126.1;YP_010749725.1;YP_010749546.1;YP_010749644.1;YP_010749645.1
332	9	1	0.8518518518518519	0.1111111111111111	0.7777777777777778	CDS|CDS|CDS	3.5925925925925926	9	9	YP_010742791.1;YP_010742792.1;YP_010742816.1;YP_010742816.1;YP_010742882.1
103	7	2	0.19047619047619047	0.19047619047619047	1.0	CDS|CDS|CDS	3.571428571428571	7	3	YP_004323495.1;YP_004322550.1;YP_007673959.1;YP_009844371.1;YP_009850727.1
271	9	1	0.7777777777777778	0.0	1.0	CDS|CDS|CDS	3.5555555555555554	9	9	YP_009889750.1;YP_009880892.1;YP_009882292.1;YP_009885303.1;YP_009886893.1
151	6	1	0.7777777777777777	0.0	1.0	CDS|CDS|CDS	3.5555555555555554	6	6	YP_007349078.1;YP_007349079.1;YP_007349080.1;YP_009841970.1;YP_009841971.1
170	17	1	0.980392156862745	0.0	0.5882352941176471	CDS|CDS|CDS	3.549019607843137	17	17	YP_008411006.1;YP_008411007.1;YP_008411008.1;YP_009205594.1;YP_009205595.1
156	13	1	0.769230769230769	0.0	1.0	CDS|CDS|CDS	3.5384615384615383	13	13	YP_008873346.1;YP_008873347.1;YP_010680134.1;YP_010680135.1;YP_010680495.1
167	46	1	0.7463768115942028	0.03623188405797101	1.0	CDS|CDS|CDS	3.5289855072463765	46	46	YP_008408705.1;YP_008408706.1;YP_008410926.1;YP_008410927.1;YP_009202434.1
208	23	1	1.0	0.0	0.5217391304347826	CDS|CDS|CDS	3.5217391304347827	23	23	YP_009300953.1;YP_009300953.1;YP_009275069.1;YP_009275069.1;YP_009795582.1
211	9	1	0.5185185185185185	0.48148148148148145	1.0	CDS|CDS|CDS	3.5185185185185186	9	8	YP_009300988.1;YP_009275103.1;YP_009795621.1;YP_009797880.1;YP_009837005.1
101	32	1	0.9270833333333333	0.0	0.65625	CDS|CDS|CDS	3.5104166666666665	32	32	YP_008859659.1;YP_001110828.1;YP_008767237.1;YP_008767238.1;YP_008767067.1
222	20	1	1.0	0.0	0.5	CDS|CDS|CDS	3.5	20	20	YP_009301058.1;YP_009301059.1;YP_009275171.1;YP_009275172.1;YP_009795689.1
281	6	1	1.0	0.0	0.5	CDS|CDS|CDS	3.5	6	6	YP_010101013.1;YP_010101014.1;YP_010114817.1;YP_010114818.1;YP_003857253.1
117	8	1	0.75	0.0	1.0	CDS|CDS|CDS	3.5	8	6	YP_002456130.1;YP_002456131.1;YP_002456132.1;YP_004327083.1;YP_004327084.1
182	12	1	0.75	0.0	1.0	CDS|CDS|CDS	3.5	12	12	YP_009215268.1;YP_009215269.1;YP_009215270.1;YP_009215271.1;YP_009222515.1
266	16	1	0.75	0.0	1.0	CDS|CDS|CDS	3.5	16	16	YP_009889661.1;YP_009889662.1;YP_009880801.1;YP_009880802.1;YP_009881670.1
187	9	1	0.7407407407407407	0.0	1.0	CDS|CDS|CDS	3.4814814814814814	9	9	YP_010077752.1;YP_009844475.1;YP_009844476.1;YP_009850838.1;YP_009850839.1
179	5	1	0.7333333333333333	0.0	1.0	CDS|CDS|CDS	3.466666666666667	5	5	YP_009206137.1;YP_009206138.1;YP_009214199.1;YP_009214200.1;YP_001110736.1
290	5	1	0.7333333333333333	0.0	1.0	CDS|CDS|CDS	3.466666666666667	5	5	YP_009836830.1;YP_009836831.1;YP_009850451.1;YP_009850452.1;YP_009850453.1
330	6	1	0.8055555555555555	0.0	0.8333333333333334	CDS|CDS|CDS	3.444444444444444	6	6	YP_010681846.1;YP_010681847.1;YP_010681848.1;YP_010740133.1;YP_010740134.1
157	8	1	0.7083333333333333	0.0	1.0	CDS|CDS|CDS	3.4166666666666665	8	8	YP_008873353.1;YP_008873354.1;YP_010680501.1;YP_010681219.1;YP_010680980.1
6	62	2	0.13978494623655913	0.13440860215053765	1.0	CDS|CDS|CDS	3.4139784946236555	62	14	YP_009229871.1;YP_009173915.1;YP_009388539.1;YP_009042016.1;YP_009044420.1
164	5	2	0.2	0.0	1.0	CDS|CDS|CDS	3.4	5	3	YP_008433448.2;YP_008433449.1;YP_009789642.1;YP_009789643.1;YP_009789644.1
210	11	1	0.36363636363636365	0.6363636363636365	1.0	CDS|CDS|CDS	3.3636363636363638	11	8	YP_009300987.1;YP_009275102.1;YP_009795620.1;YP_009797879.1;YP_009824804.1
78	76	1	0.6710526315789472	0.0	1.0	CDS|CDS|CDS	3.3421052631578947	76	76	NP_944933.1;NP_944934.1;NP_944937.1;YP_002922873.1;YP_002922874.1
169	36	1	0.6666666666666667	0.0	1.0	CDS|CDS|CDS	3.3333333333333335	36	36	YP_008411003.1;YP_008411004.1;YP_009205592.1;YP_009205593.1;YP_009292637.1
219	11	1	0.6666666666666667	0.0	1.0	CDS|CDS|CDS	3.3333333333333335	11	11	YP_009301042.1;YP_009275156.1;YP_009795672.1;YP_009797933.1;YP_009824856.1
69	7	1	0.6666666666666666	0.0	1.0	CDS|CDS|CDS	3.333333333333333	7	7	NP_049480.1;YP_794105.1;YP_001648912.1;YP_009168113.1;YP_009908367.1
82	6	1	0.6666666666666666	0.0	1.0	CDS|CDS|CDS	3.333333333333333	6	6	NP_859090.1;NP_859091.1;NP_859255.1;NP_859256.1;NP_859257.1
105	6	1	0.6666666666666666	0.0	1.0	CDS|CDS|CDS	3.333333333333333	6	6	YP_004323556.1;YP_004323557.1;YP_004322612.1;YP_004322613.1;YP_007673901.1
106	8	1	0.6666666666666666	0.0	1.0	CDS|CDS|CDS	3.333333333333333	8	8	YP_004323560.1;YP_004323561.1;YP_004323562.1;YP_004322617.1;YP_004322618.1
130	5	1	0.6666666666666666	0.0	1.0	CDS|CDS|CDS	3.333333333333333	5	5	YP_004322526.1;YP_004322527.1;YP_007673766.1;YP_007673767.1;YP_007673768.1
112	9	1	0.6666666666666666	0.0	1.0	CDS|CDS|CDS	3.333333333333333	9	9	YP_002899029.1;YP_002899030.1;YP_002898948.1;YP_002898949.1;YP_009874010.1
114	9	1	0.6666666666666666	0.0	1.0	CDS|CDS|CDS	3.333333333333333	9	9	YP_002899083.1;YP_002899002.1;YP_007675793.1;YP_009874068.1;YP_009043774.1
129	12	1	0.6666666666666666	0.0	1.0	CDS|CDS|CDS	3.333333333333333	12	12	YP_004010273.1;YP_004009502.1;YP_009889765.1;YP_009880907.1;YP_009881566.1
135	5	1	0.6666666666666666	0.0	1.0	CDS|CDS|CDS	3.333333333333333	5	5	YP_004782146.1;YP_009056150.1;YP_009055526.1;YP_009008460.1;YP_010659532.1
173	5	1	0.6666666666666666	0.0	1.0	CDS|CDS|CDS	3.333333333333333	5	5	YP_009006053.2;YP_009792389.1;YP_009789275.1;YP_009792080.1;YP_009821009.1
188	9	1	0.6666666666666666	0.0	1.0	CDS|CDS|CDS	3.333333333333333	9	9	YP_010077779.1;YP_010077780.1;YP_009844515.1;YP_009850881.1;YP_009850882.1
197	9	1	0.6666666666666666	0.0	1.0	CDS|CDS|CDS	3.333333333333333	9	9	YP_009202509.1;YP_009202510.1;YP_009202511.1;YP_009197118.1;YP_009197119.1
199	6	1	0.6666666666666666	0.0	1.0	CDS|CDS|CDS	3.333333333333333	6	6	YP_009320711.1;YP_009320712.1;YP_009321987.1;YP_009321988.1;YP_009322698.1
233	7	1	0.6666666666666666	0.0	1.0	CDS|CDS|CDS	3.333333333333333	7	7	YP_009615983.1;YP_009796128.1;YP_009796343.1;YP_009798866.1;YP_009822477.1
236	9	1	0.6666666666666666	0.0	1.0	CDS|CDS|CDS	3.333333333333333	9	9	YP_009284786.1;YP_010096620.1;YP_010096715.1;YP_010100817.1;YP_010102267.1
248	5	1	0.6666666666666666	0.0	1.0	CDS|CDS|CDS	3.333333333333333	5	5	YP_009796134.1;YP_009796349.1;YP_009822483.1;YP_009883428.1;YP_009884708.1
312	5	1	0.6666666666666666	0.0	1.0	CDS|CDS|CDS	3.333333333333333	5	5	YP_009796228.1;YP_009796450.1;YP_009822583.1;YP_009883530.1;YP_009884799.1
254	7	1	0.6666666666666666	0.0	1.0	CDS|CDS|CDS	3.333333333333333	7	7	YP_009796280.1;YP_009796496.1;YP_009798809.1;YP_009822413.1;YP_009883576.1
267	8	1	0.6666666666666666	0.0	1.0	CDS|CDS|CDS	3.333333333333333	8	8	YP_009889665.1;YP_009880808.1;YP_009881667.1;YP_009885216.1;YP_009886808.1
273	7	1	0.6666666666666666	0.0	1.0	CDS|CDS|CDS	3.333333333333333	7	7	YP_009889860.1;YP_009880997.1;YP_009885412.1;YP_009887000.1;YP_009886257.1
277	6	1	0.6666666666666666	0.0	1.0	CDS|CDS|CDS	3.333333333333333	6	6	YP_009880917.1;YP_009881555.1;YP_009885328.1;YP_009886917.1;YP_009886174.1
314	5	1	0.6666666666666666	0.0	1.0	CDS|CDS|CDS	3.333333333333333	5	5	YP_010112087.1;YP_010112540.1;YP_010112852.1;YP_010509729.1;YP_010509730.1
317	6	1	0.6666666666666666	0.0	1.0	CDS|CDS|CDS	3.333333333333333	6	6	YP_010658155.1;YP_010657949.1;YP_010657849.1;YP_010658055.1;YP_010658351.1
329	6	1	0.6666666666666666	0.0	1.0	CDS|CDS|CDS	3.333333333333333	6	6	YP_010681817.1;YP_010681818.1;YP_010681819.1;YP_010740103.1;YP_010740104.1
94	15	1	0.6666666666666665	0.0	1.0	CDS|CDS|CDS	3.333333333333333	15	15	YP_052997.1;YP_052998.1;YP_052999.1;YP_053035.1;YP_053036.1
177	20	1	0.6666666666666665	0.0	1.0	CDS|CDS|CDS	3.333333333333333	20	20	YP_009147544.1;YP_009147545.1;YP_009615935.1;YP_009615936.1;YP_009796292.1
225	20	1	0.6666666666666665	0.0	1.0	CDS|CDS|CDS	3.333333333333333	20	20	YP_009274053.1;YP_009284785.1;YP_010096619.1;YP_010096714.1;YP_010098177.1
124	23	1	0.6666666666666664	0.0	1.0	CDS|CDS|CDS	3.333333333333333	23	23	YP_004009642.1;YP_004010162.1;YP_004009388.1;YP_004009389.1;YP_006488966.1
230	5	1	0.5999999999999999	0.13333333333333333	1.0	CDS|CDS|CDS	3.333333333333333	5	5	YP_009615945.1;YP_009796304.1;YP_009798829.1;YP_009822434.1;YP_009883597.1
127	15	1	0.6222222222222221	0.04444444444444444	1.0	CDS|CDS|CDS	3.2888888888888888	15	15	YP_004010270.1;YP_004010271.1;YP_004010272.1;YP_004009501.1;YP_006488803.1
232	24	1	0.6388888888888888	0.0	1.0	CDS|CDS|CDS	3.2777777777777777	24	24	YP_009615972.1;YP_009615973.1;YP_009615974.1;YP_009796331.1;YP_009796332.1
14	25	2	0.22	0.05999999999999999	0.76	CDS|CDS|CDS	3.26	25	7	YP_009094314.1;YP_009094314.1;YP_009094315.1;NP_783205.1;NP_783206.1
256	7	1	0.4761904761904762	0.2857142857142857	1.0	CDS|CDS|CDS	3.238095238095238	7	7	YP_009796303.1;YP_009796516.1;YP_009796517.1;YP_009798828.1;YP_009822433.1
171	13	1	0.6153846153846154	0.0	1.0	CDS|CDS|CDS	3.230769230769231	13	13	YP_004782145.1;YP_009598293.1;YP_009056149.1;YP_009055525.1;YP_009008459.1
115	5	1	0.6	0.0	1.0	CDS|CDS|CDS	3.2	5	3	YP_002456039.1;YP_002456040.1;YP_004326993.1;YP_009606771.1;YP_009606772.1
338	5	2	0.0	0.2	1.0	CDS	3.2	5		YP_009268866.1;YP_009507927.1;YP_009508084.1;YP_010840136.1;YP_010840856.1
148	9	1	0.5925925925925926	0.0	1.0	CDS|CDS|CDS	3.185185185185185	9	8	YP_009598303.1;YP_009056158.1;YP_009055534.1;YP_009008472.1;YP_006908801.1
191	5	1	0.5333333333333333	0.06666666666666667	1.0	CDS|CDS|CDS	3.1333333333333333	5	5	YP_010077889.1;YP_009844397.1;YP_009850753.1;YP_009851103.1;YP_010667623.1
335	5	1	0.5333333333333333	0.06666666666666667	1.0	CDS|CDS|CDS	3.1333333333333333	5	5	YP_010749505.1;YP_010749506.1;YP_010749601.1;YP_010749602.1;YP_010749140.1
21	6	1	0.5555555555555555	0.0	1.0	CDS|CDS|CDS	3.1111111111111107	6	6	NP_048042.1;NP_048043.1;NP_048044.1;NP_040272.1;NP_040273.1
313	6	1	0.5555555555555555	0.0	1.0	CDS|CDS|CDS	3.1111111111111107	6	4	NP_858991.1;NP_858992.1;YP_001285713.1;YP_001285714.1;YP_453602.1
209	5	1	0.4	0.26666666666666666	1.0	CDS|CDS|CDS	3.066666666666667	5	3	YP_009300982.1;YP_009797874.1;YP_009836999.1;YP_009843025.1;YP_009846047.1
205	5	1	0.4666666666666666	0.13333333333333333	1.0	CDS|CDS|CDS	3.0666666666666664	5	4	YP_009595778.1;YP_009303015.1;YP_010653809.1;YP_010653881.1;YP_010653593.1
274	18	1	0.5185185185185186	0.0	1.0	CDS|CDS|CDS	3.037037037037037	18	18	YP_010096689.1;YP_010096690.1;YP_010096691.1;YP_010100885.1;YP_010100886.1
333	9	1	0.5185185185185185	0.0	1.0	CDS|CDS|CDS	3.037037037037037	9	9	YP_010742833.1;YP_010742834.1;YP_010742835.1;YP_010742902.1;YP_010742903.1
304	23	1	0.34782608695652173	0.3333333333333332	1.0	CDS|CDS|CDS	3.0289855072463765	23	16	YP_010112094.1;YP_010112095.1;YP_010112096.1;YP_010112207.1;YP_010112208.1
302	4	1	0.625	0.0	0.75	CDS|CDS|CDS	3.0	4	4	YP_009292639.1;YP_010101421.1;YP_010101422.1;YP_010012836.1
132	6	1	0.5	0.0	1.0	CDS|CDS|CDS	3.0	6	6	YP_009607603.1;YP_009607604.1;YP_008051895.1;YP_008051896.1;YP_010061997.1
153	6	1	0.49999999999999994	0.0	1.0	CDS|CDS|CDS	3.0	6	6	YP_007349174.1;YP_007349175.1;YP_007349176.1;YP_009842065.1;YP_009842066.1
92	5	1	0.3333333333333333	0.3333333333333333	1.0	CDS|CDS|CDS	3.0	5	5	YP_052983.1;YP_053015.1;YP_009140142.1;YP_009152764.1;YP_009153039.1
227	20	1	0.33333333333333326	0.33333333333333326	1.0	CDS|CDS|CDS	3.0	20	20	YP_009274057.1;YP_009284791.1;YP_010096625.1;YP_010096720.1;YP_010098181.1
141	14	1	0.0	1.0	1.0	CDS|CDS|CDS	3.0	14		YP_009607669.1;YP_008430684.1;YP_008857962.1;YP_008859051.1;YP_009208911.1
154	14	1	0.619047619047619	0.2380952380952381	0.5	CDS|CDS	2.9761904761904763	14	13	YP_008873244.1;YP_008873244.1;YP_010680407.1;YP_010680407.1;YP_010681145.1
291	10	1	0.4333333333333334	0.1	1.0	CDS|CDS|CDS	2.966666666666667	10	8	YP_010582482.1;YP_010582483.1;YP_010748986.1;YP_010748987.1;YP_010748908.1
176	5	1	0.4666666666666666	0.0	1.0	CDS|CDS|CDS	2.933333333333333	5	5	YP_009147516.1;YP_009147517.1;YP_009837603.1;YP_009837604.1;YP_009837605.1
218	34	1	0.45098039215686275	0.00980392156862745	1.0	CDS|CDS|CDS	2.911764705882353	34	34	YP_009301039.1;YP_009301040.1;YP_009301041.1;YP_009275153.1;YP_009275154.1
30	14	1	0.4523809523809524	0.0	1.0	CDS|CDS|CDS	2.9047619047619047	14	8	YP_009173912.1;YP_009044417.1;YP_009118425.1;NP_065533.1;NP_048007.1
244	6	1	0.611111111111111	0.0	0.6666666666666666	CDS|CDS|CDS	2.888888888888889	6	6	YP_009497849.1;YP_009497849.1;YP_009497850.1;YP_010084252.1;YP_010084252.1
96	6	1	0.4444444444444444	0.0	1.0	CDS|CDS|CDS	2.888888888888889	6	5	YP_024750.1;YP_024751.1;YP_010088896.1;YP_010088897.1;YP_001218823.1
185	9	1	0.4444444444444444	0.0	1.0	CDS|CDS|CDS	2.888888888888889	9	9	YP_009215290.1;YP_009215291.1;YP_009215292.1;YP_009222539.1;YP_009222540.1
237	9	1	0.4444444444444444	0.0	1.0	CDS|CDS|CDS	2.888888888888889	9	9	YP_009284788.1;YP_010096622.1;YP_010096717.1;YP_010100819.1;YP_010102269.1
316	10	1	0.4333333333333333	0.0	1.0	CDS|CDS|CDS	2.8666666666666667	10	9	YP_010653833.1;YP_010653834.1;YP_010653910.1;YP_010653911.1;YP_010653471.1
162	9	1	0.4074074074074074	0.0	1.0	CDS|CDS|CDS	2.814814814814815	9	9	YP_008126314.1;YP_009219143.1;YP_009198505.1;YP_009195177.1;YP_010060037.1
193	5	1	0.4	0.0	1.0	CDS|CDS|CDS	2.8	5	3	YP_010077906.1;YP_009844417.1;YP_009850773.1;YP_009851123.1;YP_010667643.1
238	5	1	0.39999999999999997	0.0	1.0	CDS|CDS|CDS	2.8	5	5	YP_009596665.1;YP_009596666.1;YP_009596667.1;YP_009612534.1;YP_009612535.1
22	6	1	0.3333333333333333	0.1111111111111111	1.0	CDS|CDS|CDS	2.7777777777777777	6	4	YP_009173950.1;NP_048041.1;NP_040271.1;NP_042668.1;YP_009551884.1
307	19	1	0.3859649122807017	0.0	1.0	CDS|CDS|CDS	2.7719298245614032	19	18	YP_010112161.1;YP_010112162.1;YP_010112185.1;YP_010112186.1;YP_010112330.1
311	11	1	0.36363636363636365	0.0	1.0	CDS|CDS|CDS	2.7272727272727275	11	11	YP_010112316.1;YP_010112317.1;YP_010112318.1;YP_010112403.1;YP_010112404.1
108	14	1	0.3571428571428572	0.0	1.0	CDS|CDS|CDS	2.7142857142857144	14	10	YP_004323566.1;YP_004323567.1;YP_004323568.1;YP_004323569.1;YP_004323570.1
223	9	1	0.5555555555555556	0.0	0.5555555555555556	CDS|CDS|CDS	2.666666666666667	9	9	YP_009275357.1;YP_009275357.1;YP_009273935.1;YP_009273935.1;YP_010050792.1
70	7	1	0.3333333333333333	0.0	1.0	CDS|CDS|CDS	2.6666666666666665	7	7	NP_049481.1;YP_794106.1;YP_001648913.1;YP_009168114.1;YP_009908368.1
72	16	1	0.3333333333333333	0.0	1.0	CDS|CDS|CDS	2.6666666666666665	16	14	NP_049534.1;NP_049536.1;NP_050572.1;NP_050573.1;NP_859148.1
86	6	1	0.3333333333333333	0.0	1.0	CDS|CDS|CDS	2.6666666666666665	6	4	NP_859188.1;NP_859189.1;NP_859190.1;NP_859354.1;NP_859355.1
270	7	1	0.3333333333333333	0.0	1.0	CDS|CDS|CDS	2.6666666666666665	7	7	YP_009889724.1;YP_009881606.1;YP_009885278.1;YP_009886868.1;YP_009886124.1
303	6	1	0.3333333333333333	0.0	1.0	CDS|CDS|CDS	2.6666666666666665	6	6	YP_010112084.1;YP_010112402.1;YP_010112482.1;YP_010112855.1;YP_010510210.1
228	37	1	0.3243243243243244	0.009009009009009009	1.0	CDS|CDS|CDS	2.6576576576576576	37	36	YP_009274082.1;YP_009274083.1;YP_009284817.1;YP_009284818.1;YP_010096651.1
147	8	1	0.29166666666666663	0.041666666666666664	1.0	CDS|CDS|CDS	2.625	8	7	YP_006990660.1;YP_006990661.1;YP_010659873.1;YP_010659874.1;YP_010659693.1
17	5	1	0.2	0.2	1.0	CDS|CDS|CDS	2.5999999999999996	5	1	YP_401653.1;YP_001129450.1;YP_067951.1;YP_010084646.1;YP_010801330.1
18	5	1	0.2	0.2	1.0	CDS|CDS|CDS	2.5999999999999996	5	1	YP_401654.1;YP_001129451.1;YP_067952.1;YP_010084647.1;YP_010801331.1
131	7	1	0.2857142857142857	0.0	1.0	CDS|CDS|CDS	2.571428571428571	7	6	YP_009187340.1;YP_007001440.1;YP_006906840.1;YP_009180913.1;YP_009190530.1
89	62	1	0.1182795698924731	0.32258064516129026	1.0	CDS|CDS|CDS	2.5591397849462365	62	22	NP_817334.1;NP_817335.1;NP_817336.1;YP_239464.1;YP_239465.1
19	6	1	0.16666666666666666	0.2222222222222222	1.0	CDS|CDS|CDS	2.5555555555555554	6	1	YP_401714.1;YP_068009.1;YP_068010.1;YP_238314.1;YP_010084703.1
71	7	1	0.3333333333333333	0.0	0.8571428571428571	CDS|CDS|CDS	2.5238095238095237	7	6	NP_049533.1;NP_050571.1;YP_001648967.1;YP_009187396.1;YP_009187397.1
4	100	1	0.18666666666666665	0.14666666666666667	1.0	CDS|CDS|CDS	2.52	100	36	YP_009229853.1;YP_009229854.1;YP_009229855.1;YP_009173895.1;YP_009173896.1
28	12	1	0.0	0.5	1.0	CDS|CDS	2.5	12		YP_009507884.1;YP_009507884.1;YP_009667041.1;YP_009667041.1;YP_009666944.1
7	52	1	0.17628205128205127	0.16025641025641024	0.9807692307692307	CDS|CDS|CDS	2.4935897435897436	52	18	YP_009229878.1;YP_009229879.1;YP_009173922.1;YP_009173923.1;YP_009388546.1
65	12	1	0.2222222222222222	0.0	1.0	CDS|CDS|CDS	2.4444444444444446	12	3	NP_042838.2;YP_009702392.1;YP_009702550.1;YP_009702711.1;YP_009702877.1
20	5	1	0.2	0.0	1.0	CDS|CDS|CDS	2.4	5	1	YP_401718.3;YP_001129511.1;YP_068013.1;YP_010084706.1;YP_010801395.1
29	5	1	0.2	0.0	1.0	CDS|CDS|CDS	2.4	5	2	NP_044893.1;NP_044894.1;YP_238396.1;YP_238397.1;YP_238398.1
309	10	1	0.2	0.0	1.0	CDS|CDS|CDS	2.4	10	5	YP_010112206.1;YP_010112306.1;YP_010112413.1;YP_010112490.1;YP_010112848.1
323	6	1	0.3333333333333333	0.05555555555555555	0.6666666666666666	CDS|CDS|CDS	2.388888888888889	6	5	YP_010655604.1;YP_010655605.1;YP_010655606.1;YP_010655719.1;YP_010655720.1
56	12	1	0.19444444444444442	0.0	1.0	CDS|CDS|CDS	2.388888888888889	12	3	NP_042800.1;YP_009702354.1;YP_009702512.1;YP_009702673.1;YP_009702840.1
57	24	1	0.19444444444444442	0.0	1.0	CDS|CDS|CDS	2.388888888888889	24	6	NP_042804.1;NP_042805.1;YP_009702358.1;YP_009702359.1;YP_009702516.1
40	11	1	0.18181818181818182	0.0	1.0	CDS|CDS|CDS	2.3636363636363638	11	2	NP_042767.1;YP_009702321.1;YP_009702479.1;YP_009702640.1;YP_009702807.1
47	22	1	0.18181818181818182	0.0	1.0	CDS|CDS|CDS	2.3636363636363638	22	4	NP_042785.1;NP_042786.1;YP_009702339.1;YP_009702340.1;YP_009702497.1
54	11	1	0.18181818181818182	0.0	1.0	CDS|CDS|CDS	2.3636363636363638	11	2	NP_042798.1;YP_009702352.1;YP_009702510.1;YP_009702671.1;YP_009702838.1
55	11	1	0.18181818181818182	0.0	1.0	CDS|CDS|CDS	2.3636363636363638	11	2	NP_042799.1;YP_009702353.1;YP_009702511.1;YP_009702672.1;YP_009702839.1
62	11	1	0.18181818181818182	0.0	1.0	CDS|CDS|CDS	2.3636363636363638	11	2	NP_042817.1;YP_009702371.1;YP_009702529.1;YP_009702690.1;YP_009702857.1
38	24	1	0.18055555555555555	0.0	1.0	CDS|CDS|CDS	2.361111111111111	24	5	NP_042759.2;NP_042760.1;YP_009702313.1;YP_009702314.1;YP_009702471.1
58	24	1	0.18055555555555555	0.0	1.0	CDS|CDS|CDS	2.361111111111111	24	5	NP_042806.1;NP_042807.1;YP_009702360.1;YP_009702361.1;YP_009702518.1
53	13	1	0.17948717948717946	0.0	1.0	CDS|CDS|CDS	2.358974358974359	13	3	NP_042797.1;YP_009702351.1;YP_009702509.1;YP_009702670.1;YP_009702837.1
39	36	1	0.17592592592592593	0.0	1.0	CDS|CDS|CDS	2.351851851851852	36	7	NP_042761.1;NP_042762.1;NP_042763.1;YP_009702315.1;YP_009702316.1
48	23	1	0.17391304347826086	0.0	1.0	CDS|CDS|CDS	2.3478260869565215	23	4	NP_042787.1;NP_042788.1;YP_009702341.1;YP_009702342.1;YP_009702499.1
37	37	1	0.1711711711711712	0.0	1.0	CDS|CDS|CDS	2.3423423423423424	37	8	NP_042756.1;NP_042757.1;NP_042758.1;YP_009702310.1;YP_009702311.1
5	66	1	0.16666666666666666	0.0	1.0	CDS|CDS|CDS	2.333333333333333	66	25	YP_009229869.1;YP_009229870.1;YP_009173913.1;YP_009173914.1;YP_009388537.1
31	12	1	0.16666666666666666	0.0	1.0	CDS|CDS|CDS	2.333333333333333	12	2	NP_042736.1;YP_009702289.1;YP_009702448.1;YP_009702609.1;YP_009702776.1
35	12	1	0.16666666666666666	0.0	1.0	CDS|CDS|CDS	2.333333333333333	12	2	NP_042754.1;YP_009702307.1;YP_009702466.1;YP_009702627.1;YP_009702794.1
41	12	1	0.16666666666666666	0.0	1.0	CDS|CDS|CDS	2.333333333333333	12	2	NP_042769.1;YP_009702323.1;YP_009702481.1;YP_009702642.1;YP_009702809.1
42	12	1	0.16666666666666666	0.0	1.0	CDS|CDS|CDS	2.333333333333333	12	2	NP_042770.1;YP_009702324.1;YP_009702482.1;YP_009702643.1;YP_009702810.1
43	12	1	0.16666666666666666	0.0	1.0	CDS|CDS|CDS	2.333333333333333	12	2	NP_042771.1;YP_009702325.1;YP_009702483.1;YP_009702644.1;YP_009702811.1
44	24	1	0.16666666666666666	0.0	1.0	CDS|CDS|CDS	2.333333333333333	24	4	NP_042777.1;NP_042778.1;YP_009702331.1;YP_009702332.1;YP_009702489.1
45	12	1	0.16666666666666666	0.0	1.0	CDS|CDS|CDS	2.333333333333333	12	2	NP_042779.1;YP_009702333.1;YP_009702491.1;YP_009702652.1;YP_009702819.1
49	12	1	0.16666666666666666	0.0	1.0	CDS|CDS|CDS	2.333333333333333	12	2	NP_042789.1;YP_009702343.1;YP_009702501.1;YP_009702662.1;YP_009702829.1
50	12	1	0.16666666666666666	0.0	1.0	CDS|CDS|CDS	2.333333333333333	12	2	NP_042790.1;YP_009702344.1;YP_009702502.1;YP_009702663.1;YP_009702830.1
59	12	1	0.16666666666666666	0.0	1.0	CDS|CDS|CDS	2.333333333333333	12	2	NP_042808.1;YP_009702362.1;YP_009702520.1;YP_009702681.1;YP_009702848.1
