audit_id	blind_pair_id	source_group	protein_accession	predicted_label	functional_group	protein_length_aa	context_score	protein_only_score	context_gain	current_evidence_class	current_label_match	phold_phrog	phold_function	phold_product	phold_annotation_confidence	phold_bitscore	phold_evalue	phold_qCov	phold_tCov	prostt5_confidence	phold_evidence_text	phold_mapped_labels	phold_mapped_groups	phold_any_functional_hit	phold_label_agreement	phold_group_agreement	phold_informative_agreement
MGA-0097	MGA-P0072	matched_control	YP_010667650.1	nuclease	processing_enzyme	207.0	0.0225830078125	0.00445556640625	0.01812744140625	C_current_record_no_function_label	0	17208	unknown function	hypothetical protein	low	747.0	1.090e-17	0.64	0.62	57.67	17208			0	0	0	0
MGA-0098	MGA-P0025	matched_control	YP_009111342.1	capsid_head	structural_assembly	353.0	0.765625	0.80859375	-0.04296875	C_current_record_no_function_label	0	No_PHROG	unknown function	hypothetical protein	low					39.82				0	0	0	0
MGA-0099	MGA-P0075	high_context_candidate	YP_009342339.1	polymerase	replication_transcription	416.0	1.0	0.9921875	0.0078125	C_current_record_no_function_label	0	1423	DNA, RNA and nucleotide metabolism	Reverse transcriptase	high	1164.0	6.145e-27	0.88	0.84	49.9	DNA, RNA and nucleotide metabolism | Reverse transcriptase | 1423	polymerase	replication_transcription	1	1	1	1
MGA-0100	MGA-P0076	high_context_candidate	YP_012173176.1	portal_terminase_packaging	genome_packaging	497.0	1.0	0.99609375	0.00390625	C_current_record_no_function_label	0	145	head and packaging	portal protein	high	1003.0	5.263e-23	0.96	0.96	57.76	head and packaging | portal protein | 145	portal_terminase_packaging	genome_packaging	1	1	1	1
MGA-0101	MGA-P0035	matched_control	YP_010658282.1	nuclease	processing_enzyme	92.0	0.263671875	0.44921875	-0.185546875	C_current_record_no_function_label	0	No_PHROG	unknown function	hypothetical protein	low					84.86				0	0	0	0
MGA-0102	MGA-P0043	high_context_candidate	YP_009191793.1	lysis	lysis_integration	49.0	0.99609375	1.0	-0.00390625	C_current_record_no_function_label	0	No_PHROG	unknown function	hypothetical protein	low					69.78				0	0	0	0
MGA-0103	MGA-P0053	high_context_candidate	YP_010748697.1	nuclease	processing_enzyme	94.0	0.99609375	0.9921875	0.00390625	C_current_record_no_function_label	0	93	DNA, RNA and nucleotide metabolism	endonuclease	high	597.0	2.774e-15	0.95	0.94	71.34	DNA, RNA and nucleotide metabolism | endonuclease | 93	nuclease	processing_enzyme	1	1	1	1
MGA-0104	MGA-P0005	matched_control	YP_010012693.1	tail_assembly	structural_assembly	88.0	0.103515625	0.1689453125	-0.0654296875	C_current_record_no_function_label	0	26254	unknown function	hypothetical protein	high	429.0	1.932e-11	0.98	0.98	58.25	26254			0	0	0	0
MGA-0105	MGA-P0062	high_context_candidate	YP_009009939.1	tail_assembly	structural_assembly	201.0	0.8515625	0.953125	-0.1015625	C_current_record_no_function_label	0	3614	connector	neck protein	high	1024.0	4.803e-22	0.99	0.99	53.42	connector | neck protein | tail | 3614	tail_assembly	structural_assembly	1	1	1	1
MGA-0106	MGA-P0016	high_context_candidate	YP_013034596.1	capsid_head	structural_assembly	701.0	0.81640625	0.96484375	-0.1484375	C_current_record_no_function_label	0	No_PHROG	unknown function	hypothetical protein	low					31.69				0	0	0	0
MGA-0107	MGA-P0067	matched_control	YP_010109350.1	membrane_matrix	membrane_entry	112.0	0.78515625	0.8828125	-0.09765625	C_current_record_no_function_label	0	5392	unknown function	hypothetical protein	high	423.0	2.092e-10	0.88	0.88	61.28	5392			0	0	0	0
MGA-0108	MGA-P0006	high_context_candidate	YP_009150120.1	nuclease	processing_enzyme	171.0	0.98828125	0.98828125	0.0	C_current_record_no_function_label	0	3500	DNA, RNA and nucleotide metabolism	HNH endonuclease	high	757.0	9.107e-19	0.99	0.99	47.92	DNA, RNA and nucleotide metabolism | HNH endonuclease | 3500	nuclease	processing_enzyme	1	1	1	1
MGA-0109	MGA-P0065	matched_control	YP_010085922.1	capsid_head	structural_assembly	333.0	0.0206298828125	0.0	0.0206298828125	C_current_record_no_function_label	0	No_PHROG	unknown function	hypothetical protein	low					38.48				0	0	0	0
MGA-0110	MGA-P0009	matched_control	NP_733919.1	transcription_regulator	replication_transcription	254.0	0.008056640625	0.044677734375	-0.03662109375	C_current_record_no_function_label	0	No_PHROG	unknown function	hypothetical protein	low					40.45				0	0	0	0
MGA-0111	MGA-P0077	matched_control	YP_010840792.1	nucleocapsid	structural_assembly	83.0	0.14453125	0.0	0.14453125	C_current_record_no_function_label	0	No_PHROG	unknown function	hypothetical protein	low					43.02				0	0	0	0
MGA-0112	MGA-P0029	matched_control	YP_008433633.1	transcription_regulator	replication_transcription	201.0	0.0017547607421875	0.0091552734375	-0.0074005126953125	C_current_record_no_function_label	0	547	other	phosphoesterase	high	1383.0	1.315e-34	1.0	1.0	64.21	other | phosphoesterase | 547			1	0	0	0
MGA-0113	MGA-P0037	matched_control	YP_007673895.1	portal_terminase_packaging	genome_packaging	91.0	0.1240234375	0.0169677734375	0.1070556640625	C_current_record_no_function_label	0	495	unknown function	hypothetical protein	high	371.0	5.280e-11	0.98	0.98	63.57	495			0	0	0	0
MGA-0114	MGA-P0059	high_context_candidate	YP_009284844.1	membrane_matrix	membrane_entry	82.0	0.96875	0.98046875	-0.01171875	C_current_record_no_function_label	0	2421	moron, auxiliary metabolic gene and host takeover	membrane protein	high	471.0	4.632e-10	0.99	0.99	83.5	moron, auxiliary metabolic gene and host takeover | membrane protein | 2421	membrane_matrix	membrane_entry	1	1	1	1
MGA-0115	MGA-P0044	matched_control	YP_006908825.1	nuclease	processing_enzyme	126.0	0.00159454345703125	0.000732421875	0.00086212158203125	C_current_record_no_function_label	0	322	unknown function	hypothetical protein	high	831.0	1.570e-21	0.99	0.99	79.3	322			0	0	0	0
MGA-0116	MGA-P0018	matched_control	YP_009884716.1	tail_assembly	structural_assembly	150.0	0.0021209716796875	0.0078125	-0.0056915283203125	C_current_record_no_function_label	0	3852	unknown function	hypothetical protein	high	706.0	1.170e-16	0.99	0.99	48.56	3852			0	0	0	0
MGA-0117	MGA-P0025	high_context_candidate	YP_009552731.1	capsid_head	structural_assembly	359.0	0.98828125	0.91015625	0.078125	C_current_record_no_function_label	0	No_PHROG	unknown function	hypothetical protein	low					33.52				0	0	0	0
MGA-0118	MGA-P0056	matched_control	YP_010060191.1	nuclease	processing_enzyme	30.0	0.00555419921875	0.0093994140625	-0.00384521484375	C_current_record_no_function_label	0	No_PHROG	unknown function	hypothetical protein	low					62.11				0	0	0	0
MGA-0119	MGA-P0027	high_context_candidate	YP_010112081.1	capsid_head	structural_assembly	340.0	0.875	0.0	0.875	C_current_record_no_function_label	0	No_PHROG	unknown function	hypothetical protein	low					37.18				0	0	0	0
MGA-0120	MGA-P0051	matched_control	YP_010102150.1	membrane_matrix	membrane_entry	112.0	0.78515625	0.8828125	-0.09765625	C_current_record_no_function_label	0	5392	unknown function	hypothetical protein	high	423.0	2.092e-10	0.88	0.88	61.28	5392			0	0	0	0
MGA-0121	MGA-P0035	high_context_candidate	YP_008433554.1	nuclease	processing_enzyme	87.0	0.890625	0.46875	0.421875	C_current_record_no_function_label	0	No_PHROG	unknown function	hypothetical protein	low					43.95				0	0	0	0
MGA-0122	MGA-P0050	high_context_candidate	NP_981940.1	capsid_head	structural_assembly	256.0	1.0	1.0	0.0	C_current_record_no_function_label	0	5269	tail	tail protein and host specificity	low	195.0	2.182e-04	0.91	0.85	43.02	tail | tail protein and host specificity | 5269	tail_assembly	structural_assembly	1	0	1	1
MGA-0123	MGA-P0041	high_context_candidate	YP_010745723.1	transcription_regulator	replication_transcription	223.0	0.98046875	0.97265625	0.0078125	C_current_record_no_function_label	0	63	transcription regulation	anti-repressor Ant	high	1407.0	4.951e-34	1.0	1.0	76.66	transcription regulation | anti-repressor Ant | 63	transcription_regulator	replication_transcription	1	1	1	1
MGA-0124	MGA-P0072	high_context_candidate	YP_009336782.1	polyprotein	processing_enzyme	795.0	0.99609375	0.9765625	0.01953125	C_current_record_no_function_label	0	13989	head and packaging	virion structural protein	low	211.0	7.724e-04	0.26	0.88	37.57	head and packaging | virion structural protein | 13989	portal_terminase_packaging	genome_packaging	1	0	0	0
MGA-0125	MGA-P0077	high_context_candidate	YP_010086207.1	nucleocapsid	structural_assembly	244.0	0.99609375	0.99609375	0.0	C_current_record_no_function_label	0	No_PHROG	unknown function	hypothetical protein	low					40.04				0	0	0	0
MGA-0126	MGA-P0044	high_context_candidate	YP_009337333.1	polyprotein	processing_enzyme	918.0	0.99609375	0.9921875	0.00390625	C_current_record_no_function_label	0	5187	tail	tail protein	low	194.0	2.125e-04	0.18	0.9	33.45	tail | tail protein | 5187	tail_assembly	structural_assembly	1	0	0	0
MGA-0127	MGA-P0066	matched_control	YP_001218841.1	nuclease	processing_enzyme	103.0	0.7890625	0.8671875	-0.078125	C_current_record_no_function_label	0	16435	unknown function	hypothetical protein	high	436.0	7.479e-11	0.99	0.99	56.88	16435			0	0	0	0
MGA-0128	MGA-P0039	matched_control	YP_009908112.1	tail_fiber_receptor	host_interface	83.0	0.003173828125	0.004608154296875	-0.001434326171875	C_current_record_no_function_label	0	285	unknown function	hypothetical protein	high	548.0	6.073e-12	0.99	0.99	79.74	285			0	0	0	0
MGA-0129	MGA-P0045	high_context_candidate	YP_010679925.1	protease	processing_enzyme	472.0	0.99609375	0.98828125	0.0078125	C_current_record_no_function_label	0	80	head and packaging	head maturation protease	medium	568.0	1.307e-12	0.34	0.85	63.92	head and packaging | head maturation protease | 80	protease,portal_terminase_packaging	genome_packaging,processing_enzyme	1	1	1	1
MGA-0130	MGA-P0053	matched_control	YP_009796229.1	nuclease	processing_enzyme	108.0	0.197265625	0.2109375	-0.013671875	C_current_record_no_function_label	0	1510	moron, auxiliary metabolic gene and host takeover	superinfection exclusion	high	475.0	2.117e-13	0.97	0.94	50.59	moron, auxiliary metabolic gene and host takeover | superinfection exclusion | 1510			1	0	0	0
MGA-0131	MGA-P0042	matched_control	YP_010052593.1	lysis	lysis_integration	39.0	0.2333984375	0.0	0.2333984375	C_current_record_no_function_label	0	No_PHROG	unknown function	hypothetical protein	low					57.91				0	0	0	0
MGA-0132	MGA-P0026	high_context_candidate	YP_009508880.1	capsid_head	structural_assembly	249.0	1.0	1.0	0.0	C_current_record_no_function_label	0	3614	connector	neck protein	medium	291.0	2.361e-07	0.98	0.99	46.17	connector | neck protein | tail | 3614	tail_assembly	structural_assembly	1	0	1	1
MGA-0133	MGA-P0006	matched_control	YP_004323431.1	nuclease	processing_enzyme	84.0	0.018798828125	0.0927734375	-0.073974609375	C_current_record_no_function_label	0	No_PHROG	unknown function	hypothetical protein	low					59.28				0	0	0	0
MGA-0134	MGA-P0057	matched_control	YP_009507654.1	capsid_head	structural_assembly	224.0	0.375	0.0	0.375	C_current_record_no_function_label	0	No_PHROG	unknown function	hypothetical protein	low					45.56				0	0	0	0
MGA-0135	MGA-P0010	matched_control	YP_009173941.1	capsid_head	structural_assembly	785.0	0.00347900390625	0.0	0.00347900390625	C_current_record_no_function_label	0	84	DNA, RNA and nucleotide metabolism	ribonucleoside-diphosphate reductase large subunit	high	1431.0	1.174e-27	0.96	0.92	56.4	DNA, RNA and nucleotide metabolism | ribonucleoside-diphosphate reductase large subunit | 84			1	0	0	0
MGA-0136	MGA-P0033	matched_control	YP_009703616.1	envelope_glycoprotein	membrane_entry	270.0	0.7578125	0.0	0.7578125	C_current_record_no_function_label	0	No_PHROG	unknown function	hypothetical protein	low					44.07				0	0	0	0
MGA-0137	MGA-P0027	matched_control	YP_010112397.1	capsid_head	structural_assembly	385.0	0.71484375	0.0	0.71484375	C_current_record_no_function_label	0	588	tail	tail fiber protein and host specificity	low	268.0	1.964e-04	0.49	0.21	43.21	tail | tail fiber protein and host specificity | 588	tail_fiber_receptor	host_interface	1	0	0	0
MGA-0138	MGA-P0023	matched_control	YP_010746183.1	protease	processing_enzyme	144.0	0.01068115234375	0.0004444122314453125	0.010236740112304688	C_current_record_no_function_label	0	1040	other	peptidase HslV family	high	958.0	1.351e-21	0.99	0.99	64.11	other | peptidase HslV family | 1040	protease	processing_enzyme	1	1	1	1
MGA-0139	MGA-P0041	matched_control	YP_009796746.1	transcription_regulator	replication_transcription	214.0	0.0003681182861328125	0.00150299072265625	-0.0011348724365234375	C_current_record_no_function_label	0	139	other	deoxynucleoside monophosphate kinase	high	1242.0	4.929e-31	0.99	0.99	67.19	other | deoxynucleoside monophosphate kinase | 139			1	0	0	0
MGA-0140	MGA-P0033	high_context_candidate	YP_001129350.1	envelope_glycoprotein	membrane_entry	279.0	0.984375	0.0	0.984375	C_current_record_no_function_label	0	3995	tail	tail protein	low	382.0	5.591e-07	0.58	0.57	60.25	tail | tail protein | 3995	tail_assembly	structural_assembly	1	0	0	0
MGA-0141	MGA-P0068	matched_control	YP_009337752.1	polymerase	replication_transcription	768.0	0.3203125	0.0	0.3203125	C_current_record_no_function_label	0	No_PHROG	unknown function	hypothetical protein	low					36.77				0	0	0	0
MGA-0142	MGA-P0018	high_context_candidate	YP_010112320.1	tail_assembly	structural_assembly	1787.0	0.97265625	0.9765625	-0.00390625	C_current_record_no_function_label	0	3267	tail	tail protein	low	798.0	9.812e-16	0.33	0.98	39.75	tail | tail protein | 3267	tail_assembly	structural_assembly	1	1	1	1
MGA-0143	MGA-P0045	matched_control	YP_004539068.1	protease	processing_enzyme	412.0	0.38671875	0.921875	-0.53515625	C_current_record_no_function_label	0	249	moron, auxiliary metabolic gene and host takeover	porphyrin biosynthesis	high	2327.0	4.294e-57	1.0	1.0	60.69	moron, auxiliary metabolic gene and host takeover | porphyrin biosynthesis | 249			1	0	0	0
MGA-0144	MGA-P0069	high_context_candidate	YP_008408785.1	membrane_matrix	membrane_entry	37.0	0.90234375	0.9140625	-0.01171875	C_current_record_no_function_label	0	No_PHROG	unknown function	hypothetical protein	low					90.38				0	0	0	0
MGA-0145	MGA-P0032	high_context_candidate	YP_009844370.1	tail_assembly	structural_assembly	159.0	0.99609375	0.99609375	0.0	C_current_record_no_function_label	0	45	tail	tail tube	high	600.0	7.229e-13	0.99	0.99	65.14	tail | tail tube | 45	tail_assembly	structural_assembly	1	1	1	1
MGA-0146	MGA-P0011	matched_control	YP_009147543.1	integrase_recombinase	lysis_integration	210.0	0.003082275390625	0.0033721923828125	-0.0002899169921875	C_current_record_no_function_label	0	1203	unknown function	hypothetical protein	high	1053.0	7.641e-23	1.0	1.0	74.51	1203			0	0	0	0
MGA-0147	MGA-P0070	matched_control	YP_009333290.1	capsid_head	structural_assembly	137.0	0.111328125	0.1494140625	-0.0380859375	C_current_record_no_function_label	0	No_PHROG	unknown function	hypothetical protein	low					39.87				0	0	0	0
MGA-0148	MGA-P0003	high_context_candidate	YP_010052625.1	portal_terminase_packaging	genome_packaging	161.0	0.99609375	0.984375	0.01171875	C_current_record_no_function_label	0	51	head and packaging	terminase small subunit	low	258.0	3.691e-05	0.93	0.62	66.94	head and packaging | terminase small subunit | 51	portal_terminase_packaging	genome_packaging	1	1	1	1
MGA-0149	MGA-P0080	high_context_candidate	YP_009837643.1	integrase_recombinase	lysis_integration	358.0	0.99609375	0.9921875	0.00390625	C_current_record_no_function_label	0	97	other	UvsX-like recombinase	high	1759.0	2.002e-43	0.99	0.98	63.04	other | UvsX-like recombinase | 97	integrase_recombinase	lysis_integration	1	1	1	1
MGA-0150	MGA-P0016	matched_control	YP_004009454.1	capsid_head	structural_assembly	156.0	0.0673828125	0.22265625	-0.1552734375	C_current_record_no_function_label	0	No_PHROG	unknown function	hypothetical protein	low					45.34				0	0	0	0
MGA-0151	MGA-P0002	matched_control	YP_009702575.1	envelope_glycoprotein	membrane_entry	270.0	0.79296875	0.8125	-0.01953125	C_current_record_no_function_label	0	No_PHROG	unknown function	hypothetical protein	low					44.19				0	0	0	0
MGA-0152	MGA-P0055	matched_control	YP_010060107.1	methyltransferase	processing_enzyme	274.0	0.0002613067626953125	0.00010251998901367188	0.00015878677368164062	C_current_record_no_function_label	0	789	other	esterase/lipase	high	1376.0	5.109e-34	1.0	1.0	62.84	other | esterase/lipase | 789			1	0	0	0
MGA-0153	MGA-P0023	high_context_candidate	YP_009337095.1	polyprotein	processing_enzyme	1278.0	0.98046875	0.96875	0.01171875	C_current_record_no_function_label	0	21963	DNA, RNA and nucleotide metabolism	alkylated DNA repair	low	575.0	2.538e-13	0.15	1.0	39.55	DNA, RNA and nucleotide metabolism | alkylated DNA repair | moron, auxiliary metabolic gene and host takeover | 21963			1	0	0	0
MGA-0154	MGA-P0014	matched_control	YP_010077792.1	protease	processing_enzyme	222.0	0.0791015625	0.47265625	-0.3935546875	C_current_record_no_function_label	0	429	DNA, RNA and nucleotide metabolism	DNA end protector	high	1104.0	1.598e-28	1.0	1.0	50.68	DNA, RNA and nucleotide metabolism | DNA end protector | 429			1	0	0	0
MGA-0155	MGA-P0051	high_context_candidate	YP_010012616.1	membrane_matrix	membrane_entry	139.0	0.91015625	0.9609375	-0.05078125	C_current_record_no_function_label	0	No_PHROG	unknown function	hypothetical protein	low					68.26				0	0	0	0
MGA-0156	MGA-P0012	high_context_candidate	YP_009927164.1	helicase	replication_transcription	858.0	0.98828125	0.99609375	-0.0078125	C_current_record_no_function_label	0	16	DNA, RNA and nucleotide metabolism	DNA helicase	low	823.0	5.000e-19	0.41	0.69	49.61	DNA, RNA and nucleotide metabolism | DNA helicase | 16	helicase	replication_transcription	1	1	1	1
MGA-0157	MGA-P0002	high_context_candidate	YP_009703414.1	envelope_glycoprotein	membrane_entry	248.0	0.98828125	0.984375	0.00390625	C_current_record_no_function_label	0	No_PHROG	unknown function	hypothetical protein	low					48.88				0	0	0	0
MGA-0158	MGA-P0003	matched_control	YP_009882186.1	portal_terminase_packaging	genome_packaging	180.0	0.007568359375	0.000667572021484375	0.006900787353515625	C_current_record_no_function_label	0	316	DNA, RNA and nucleotide metabolism	dihydrofolate reductase	high	807.0	2.271e-20	0.96	0.99	59.28	DNA, RNA and nucleotide metabolism | dihydrofolate reductase | 316			1	0	0	0
MGA-0159	MGA-P0014	high_context_candidate	YP_009854910.1	protease	processing_enzyme	284.0	0.92578125	0.9765625	-0.05078125	C_current_record_no_function_label	0	98677	head and packaging	head maturation protease	high	707.0	4.709e-17	0.95	0.97	48.93	head and packaging | head maturation protease | 98677	protease,portal_terminase_packaging	genome_packaging,processing_enzyme	1	1	1	1
MGA-0160	MGA-P0074	matched_control	NP_733894.1	portal_terminase_packaging	genome_packaging	303.0	0.439453125	0.185546875	0.25390625	C_current_record_no_function_label	0	No_PHROG	unknown function	hypothetical protein	low					46.26				0	0	0	0
